INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=13727;StartDate=2017.01.13,21:33;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2133_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=13727;StartDate=2017.01.13,21:33;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2133_faLog.txt
SCORE ScoreDiff=1;PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=94.940,68.270,15.851;Time=522;Scoretype=kills
KILL;AttackerName= 5[1USMC]truth_HUN;AttackerTeam=2;AttackerPos=94.940,68.270,15.851;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=105.718,68.976,-12.262;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=522
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=526
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.0;Time=527
EXIT PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=25.8;Time=527
SCORE ScoreDiff=1;PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=95.035,68.574,32.406;Time=528;Scoretype=kills
KILL;AttackerName=5|USMC AL-SAHAD;AttackerTeam=2;AttackerPos=95.035,68.574,32.406;VictimName=2IG|24 Mid4eL;VictimTeam=1;VictimPos=100.044,67.274,-9.660;VictimKit=JP_PickUpFlamethrower;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=528
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;Time=529
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_PickUpSniper;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-63.987,67.418,-97.613;Time=530;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-63.987,67.418,-97.613;VictimName=7[1st] buddydog123;VictimTeam=2;VictimPos=-93.152,64.800,-115.008;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_PickUpSniper;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka_scope;Time=530
SCORE ScoreDiff=1;PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;PlayerKit=JP_LMG_Limited;PlayerVehicle=type99_emp_bipod;PlayerPos=129.678,69.123,-18.044;Time=532;Scoretype=kills
KILL;AttackerName=24[2IG [24th][2IG]~Goda;AttackerTeam=1;AttackerPos=129.678,69.123,-18.044;VictimName=[F|H] I<ODIUM>I;VictimTeam=2;VictimPos=95.514,64.878,11.994;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_LMG_Limited;AttackerVehicle=type99_emp_bipod;AttackerWeapon=type99_armament;Time=532
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=535;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-96.999,65.118,17.732;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=535
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=79.3;Time=535
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=535;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=1|USMC jay919;VictimTeam=2;VictimPos=-96.999,65.118,17.732;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=535
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=39.4;Time=535
ENTER PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;Time=540
ENTER PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=541
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.9;Time=543
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=94.786,68.284,15.944;Time=546;Scoretype=kills
KILL;AttackerName= 2IG|HQSir_Kows;AttackerTeam=1;AttackerPos=94.786,68.284,15.944;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=94.913,68.272,15.849;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=546
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=28.0;Time=549
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=550
KILL;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-65.870,65.320,-111.476;VictimKit=UP_Scout;VictimVehicle=up_cpl;Time=551
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=552;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC sch@mpus;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-143.638,66.101,-31.290;Time=552;Scoretype=targetAssists
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-27.981,69.989,-29.131;VictimKit=JP_PickUpSniper;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=552
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=552;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC sch@mpus;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-143.638,66.101,-31.290;Time=552;Scoretype=targetAssists
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-25.332,70.198,-26.584;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=552
EXIT PlayerName=[2IG] Humledrik;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=36.7;Time=553
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=3.5;Time=554
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=554
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lcvp;Time=554
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lcvp;Time=554
ENTER PlayerName=[F|H] I<ODIUM>I;PlayerTeam=2;VehicleName=lcvp;Time=554
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=94.728,69.508,22.716;Time=554;Scoretype=kills
KILL;AttackerName= 2IG|HQSir_Kows;AttackerTeam=1;AttackerPos=94.728,69.508,22.716;VictimName=5|USMC AL-SAHAD;VictimTeam=2;VictimPos=94.774,68.410,23.767;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=554
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=554
KILL;VictimName=7[1MD] GeoPat;VictimTeam=2;VictimPos=-73.301,64.800,-123.007;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;Time=555
EXIT PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.0;Time=555
EXIT PlayerName=[F|H] I<ODIUM>I;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.1;Time=556
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=type95_hago;PlayerPos=113.448,69.741,-22.097;Time=557;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=113.448,69.741,-22.097;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=103.133,68.504,31.437;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=type95_hago;AttackerWeapon=Coaxial_MG34_Main;Time=557
SCORE ScoreDiff=-4;PlayerName=[F|H] SturmFlim13;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=42.977,66.040,-39.683;Time=557;Scoretype=TKs
KILL;AttackerName=[F|H] SturmFlim13;AttackerTeam=1;AttackerPos=42.977,66.040,-39.683;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=94.823,68.348,25.786;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=557
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;Time=557
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type97_chiha;Time=558
SCORE ScoreDiff=1;PlayerName=5|USMC pr0z4c;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=hellcat;PlayerPos=97.242,172.376,-46.924;Time=558;Scoretype=kills
KILL;AttackerName=5|USMC pr0z4c;AttackerTeam=2;AttackerPos=97.242,172.376,-46.924;VictimName=2IG|24 R0I0R;VictimTeam=1;VictimPos=74.820,224.744,-51.474;VictimKit=JP_Engineer_type93;VictimVehicle=a6m_zero;AttackerKit=UP_Scout;AttackerVehicle=hellcat;AttackerWeapon=hellcat_50cals;Time=558
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=a6m_zero;VehicleTime=28.7;Time=558
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lcvp;Time=558
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=559
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=560
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=561
EXIT PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=20.7;Time=562
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=6.5;Time=564
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=12.8;Time=566
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=566
ENTER PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;VehicleName=kurogane;Time=567
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=567
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lcvp;Time=568
ENTER PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;Time=568
ENTER PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;Time=568
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=569
ENTER PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lvt-4;Time=569
EXIT PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=107.6;Time=570
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.9;Time=570
EXIT PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.1;Time=571
SCORE ScoreDiff=4;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=573;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=1|USMC sch@mpus;VictimTeam=2;VictimPos=-105.495,64.984,-30.247;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=573
EXIT PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lcvp;VehicleTime=14.9;Time=573
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=9.1;Time=576
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=576
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=576;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spindrifter49;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-69.470,64.844,-112.185;Time=576;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=[2IG] Humledrik;VictimTeam=1;VictimPos=-53.258,69.934,-101.823;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=576
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;Time=577
ENTER PlayerName=2IG|18 GGarrido;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=577
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=15.5;Time=577
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=577
ENTER PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=kurogane;Time=577
ENTER PlayerName= 2IGI24 GrantRuss;PlayerTeam=1;VehicleName=kurogane;Time=578
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=11.4;Time=579
KILL;VictimName=7[1MD] GeoPat;VictimTeam=2;VictimPos=-73.283,64.796,-124.060;VictimKit=UP_NCO_rifle;VictimVehicle=up_2Marine_sgt;Time=583
SCORE ScoreDiff=3;PlayerName=2IG|24 Mid4eL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=172.337,68.056,-30.954;Time=584;Scoretype=kills
KILL;AttackerName=2IG|24 Mid4eL;AttackerTeam=1;AttackerPos=172.337,68.056,-30.954;VictimName=5|USMC GENERAL_HUN;VictimTeam=2;VictimPos=161.078,85.974,-9.562;VictimKit=UP_Engineer;VictimVehicle=f4u1a_corsair;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=584
EXIT PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=f4u1a_corsair;VehicleTime=245.5;Time=584
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=8.2;Time=585
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=585
SCORE ScoreDiff=1;PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-53.494,68.222,-102.592;Time=586;Scoretype=kills
KILL;AttackerName=2IG15 [F|H]Gunghoo;AttackerTeam=1;AttackerPos=-53.494,68.222,-102.592;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-61.123,66.182,-106.777;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=586
ENTER PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=586
EXIT PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=118.7;Time=587
EXIT PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=438.2;Time=588
ENTER PlayerName=2IG|15 Xant;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=590
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=14.4;Time=590
EXIT PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=4.1;Time=590
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=5.8;Time=591
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=591
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.6;Time=591
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=591
EXIT PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;VehicleName=kurogane;VehicleTime=25.1;Time=592
EXIT PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;VehicleName=kurogane;VehicleTime=15.1;Time=592
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.8;Time=592
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=592
EXIT PlayerName= 2IGI24 GrantRuss;PlayerTeam=1;VehicleName=kurogane;VehicleTime=15.0;Time=593
EXIT PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.9;Time=594
ENTER PlayerName=1|USMC jay919;PlayerTeam=2;VehicleName=lvt-4;Time=594
SCORE ScoreDiff=1;PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;PlayerKit=JP_LMG_Limited;PlayerVehicle=type99_emp_bipod;PlayerPos=129.678,69.123,-18.044;Time=594;Scoretype=kills
KILL;AttackerName=24[2IG [24th][2IG]~Goda;AttackerTeam=1;AttackerPos=129.678,69.123,-18.044;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=102.186,68.487,32.743;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_LMG_Limited;AttackerVehicle=type99_emp_bipod;AttackerWeapon=type99_armament;Time=594
KILL;VictimName=7[1st] buddydog123;VictimTeam=2;VictimPos=-70.724,65.222,-110.645;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;Time=595
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=595;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spindrifter49;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-61.123,66.182,-106.777;Time=595;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG15 [F|H]Gunghoo;VictimTeam=1;VictimPos=-53.494,68.222,-102.592;VictimKit=JP_Engineer_type93;VictimVehicle=8inch_defgun;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=595
EXIT PlayerName=2IG15 [F|H]Gunghoo;PlayerTeam=1;VehicleName=8inch_defgun;VehicleTime=105.5;Time=595
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=596
ENTER PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;Time=596
ENTER PlayerName=1|USMC sch@mpus;PlayerTeam=2;VehicleName=lvt-4;Time=596
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.0;Time=597
SCORE ScoreDiff=-4;PlayerName=2IG|24 Mid4eL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=fh1_25mmaa;PlayerPos=172.337,68.056,-30.954;Time=598;Scoretype=TKs
KILL;AttackerName=2IG|24 Mid4eL;AttackerTeam=1;AttackerPos=172.337,68.056,-30.954;VictimName= 2IGI24 GrantRuss;VictimTeam=1;VictimPos=102.390,68.487,34.563;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Engineer_type93;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=598
ENTER PlayerName=2IGI18 luacha2000;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=598
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.7;Time=599
ENTER PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;Time=599
EXIT PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=32.2;Time=600
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=47.2;Time=601
ENTER PlayerName=2IG|24 Mid4eL;PlayerTeam=1;VehicleName=type97_chiha;Time=602
EXIT PlayerName=7[1MD] GeoPat;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.6;Time=602
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=aichi_val;Time=603
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=8inch_defgun;Time=603
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=75mmdp;Time=606
SCORE ScoreDiff=4;PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=8inch_defgun;PlayerPos=-25.827,68.474,-26.095;Time=609;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=609;Scoretype=damageAssists
KILL;AttackerName=2IG|15 GABBOTTO;AttackerTeam=1;AttackerPos=-25.827,68.474,-26.095;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-55.136,64.984,21.972;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=8inch_defgun;AttackerWeapon=8inch_defgun_barrel;Time=609
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lcvp;VehicleTime=54.7;Time=609
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_PickUpSniper;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-64.797,67.472,-97.158;Time=610;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-64.797,67.472,-97.158;VictimName=[F|H] I<ODIUM>I;VictimTeam=2;VictimPos=-66.844,65.314,-109.473;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_PickUpSniper;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka_scope;Time=610
SCORE ScoreDiff=-4;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=97.340,65.016,38.485;Time=611;Scoretype=TKs
KILL;AttackerName= 2IG|HQSir_Kows;AttackerTeam=1;AttackerPos=97.340,65.016,38.485;VictimName=2IGI24 Lebowski(rus);VictimTeam=1;VictimPos=100.198,65.994,40.099;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=turtlemine;Time=611
SCORE ScoreDiff=4;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=613;Scoretype=kills
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-46.070,64.989,11.302;VictimKit=UP_Scout;VictimVehicle=lcvp;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=613
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lcvp;VehicleTime=55.8;Time=613
ENTER PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=615
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;VehicleTime=39.6;Time=616
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=x9chute;Time=618
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=hellcat;VehicleTime=126.5;Time=620
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=622
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=0.8;Time=623
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=623
SCORE ScoreDiff=3;PlayerName=[F|H] SturmFlim13;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=42.977,66.040,-39.683;Time=625;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=[F|H] SturmFlim13;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=42.977,66.040,-39.683;Time=625;Scoretype=kills
